Rank,Name,Canvas,CanvasWeight,Chaqueta,ChaquetaWeight,Craneo,CraneoWeight,Polvo,PolvoWeight,Rociada,RociadaWeight,TraitCount,Weighting
3144,ElMatador0784,Belmopan,110.9111111,Invulgar,71.3,Dewsviada,95.9807692,Besuntado,39.6111111,Pena,64.8181818,5,383.731518
3145,ElMatador0783,Salvador,79.2222222,Delujo,74.4925373,Relajada,124.775,Grava,31.7898089,Apenar,72.3333333,5,383.7232465
3146,ElMatador2377,Gualan,121.7317073,Explicito,74.4925373,Leon,108.5,Po,36.9703704,Cunfusao,40.9098361,5,383.7147959
3147,ElMatador1420,Ciudad,92.4259259,Camisa,81.8196721,Enganador,127.974359,Aranar,31.3899371,Desordem,48.9313725,5,383.65161140000004
3148,ElMatador0626,Nueva,87.5614035,Titulo,63.1772152,Omal,146.7941176,Besuntado,39.6111111,Porcaria,45.3727273,5,383.62691950000004
3149,ElMatador4757,Sullana,97.8627451,Sagax,79.2222222,Esquisito,127.974359,Laluz,34.4206897,Tumulto,43.0258621,5,383.61622289999997
3150,ElMatador2382,Puebla,118.8333333,Simpatea,69.3194444,Perrita,97.8627451,Cisco,38.3923077,Molesta,58.0348837,5,383.553059
3151,ElMatador1857,Coban,108.5,Augusto,64.8181818,Imoral,113.4318182,Cicatriz,36.9703704,Desgracia,58.7176471,5,383.5483623
3152,ElMatador4941,Belmopan,110.9111111,Fuerte,67.4459459,Perverso,118.8333333,Luz,37.2462687,Basura,47.9903846,5,383.53738839999994
3153,ElMatador0930,Viana,80.5,Rasgada,116.0697674,Leon,108.5,Cubrir,33.952381,Estragar,43.4,5,383.5324932
3154,ElMatador3587,Lisbon,63.9871795,Elegante,77.984375,Asas,146.7941176,Tizne,31.9935897,Espeso,61.617284,5,383.4868906
3155,ElMatador1403,Belmopan,110.9111111,Invulgar,71.3,Perrita,97.8627451,Sujo,46.212963,Trastormo,56.0786517,5,383.4758157
3156,ElMatador2121,Belmopan,110.9111111,Comodo,72.3333333,Bonito,99.82,Imunda,41.2479339,Boga,58.0348837,5,383.45760680000006
3157,ElMatador1087,Chimbote,108.5,Simpatea,69.3194444,Bruxa,103.9791667,Marcas,38.0992366,Dolor,62.3875,5,383.3956925
3158,ElMatador3677,Vincinte,71.3,Valioso,66.5466667,Ciervo,121.7317073,Seixas,63.9871795,Caotico,58.7176471,5,383.39354540000005
3159,ElMatador0729,Nueva,87.5614035,Desejo,92.4259259,Nobre,103.9791667,Brilho,35.9064748,Alterar,62.3875,5,383.3708157
3160,ElMatador0994,Quito,110.9111111,Incultor,66.5466667,Leal,124.775,Tizne,31.9935897,Basura,47.9903846,5,383.3270969
3161,ElMatador1943,SanMiguel,63.1772152,Padrao,116.0697674,Imoral,113.4318182,Aranar,31.3899371,Molesta,58.0348837,5,383.2139664
3162,ElMatador3288,Izalco,63.9871795,Pelucia,89.125,Exilado,110.9111111,Imunda,41.2479339,Volcar,76.7846154,5,383.16618470000003
3163,ElMatador4910,Tacna,116.0697674,Catus,64.8181818,Fuerto,97.8627451,Cabelo,54.8461538,Doenca,48.4563107,5,383.16350360000007
3164,ElMatador4229,Delgado,89.125,Silex,68.369863,Fantasma,86.0517241,Seixas,63.9871795,Enojo,74.4925373,5,383.1366487
3165,ElMatador1555,Cusco,89.125,Acuti,68.369863,Leal,124.775,Manchar,43.0258621,Vuelco,56.7159091,5,383.12197899999995
3166,ElMatador2548,Huacho,92.4259259,Aspero,64.8181818,Bruxaria,116.0697674,Imunda,41.2479339,Peligro,67.4459459,5,383.1180997
3167,ElMatador2599,Antigua,72.3333333,Capa,89.125,Maldoso,142.6,Po,36.9703704,Cunfusao,40.9098361,5,383.04888459999995
3168,ElMatador1518,Medillian,97.8627451,Capa,89.125,Rabioso,108.5,Vil,43.0258621,Estragar,43.4,5,383.02395199999995
3169,ElMatador1497,Horizante,110.9111111,Sagax,79.2222222,Pajaro,99.82,Vil,43.0258621,Desordem,48.9313725,5,383.0209127
3170,ElMatador0074,Vincinte,71.3,Pelucia,89.125,Maldoso,142.6,Brillo,33.4966443,Porcaria,45.3727273,5,383.0047164
3171,ElMatador4934,Chimbote,108.5,Vigoroso,70.2957746,Dingo,92.4259259,Luz,37.2462687,Grima,73.3970588,5,382.97537279999995
3172,ElMatador1090,SanMiguel,63.1772152,Bello,70.2957746,Maldoso,142.6,Obsceno,44.1681416,Espeso,61.617284,5,382.96876019999996
3173,ElMatador2497,Tingo,99.82,Acredo,67.4459459,Esquisito,127.974359,Ardor,38.0992366,Doenca,48.4563107,5,382.906197
3174,ElMatador1615,Choloma,87.5614035,Fuerte,67.4459459,Violento,118.8333333,Furia,47.0849057,Picazon,60.8658537,5,382.9017869
3175,ElMatador1554,Managua,113.4318182,Incultor,66.5466667,Lider,97.8627451,Vil,43.0258621,Dejado,60.8658537,5,382.8432906
3176,ElMatador1383,Tarma,106.1914894,Robusto,66.5466667,Cachorro,108.5,Ardor,38.0992366,Alterar,62.3875,5,382.83523749999995
3177,ElMatador3031,Belem,77.984375,Fulgor,101.8571429,Cruela,90.7454545,Cascalho,53.0957447,Boga,58.0348837,5,382.8279456
3178,ElMatador2092,Santiago,84.5932203,Acer,68.369863,Enganador,127.974359,Defeito,35.9064748,Pena,64.8181818,5,382.7724437
3179,ElMatador1890,Zaragoza,113.4318182,Famoso,86.0517241,Demonio,101.8571429,Aranar,31.3899371,Desordem,48.9313725,5,382.7723396
3180,ElMatador4923,Escuintla,103.9791667,Seda,66.5466667,Macaco,131.3421053,Grava,31.7898089,Basura,47.9903846,5,382.75847699999997
3181,ElMatador1224,Soloia,116.0697674,Bello,70.2957746,Exilado,110.9111111,Porco,43.7807018,Sujeria,40.5772358,5,382.74493549999994
3182,ElMatador2347,Apopa,66.5466667,Fulgor,101.8571429,Mao,121.7317073,Manchar,43.0258621,Doenca,48.4563107,5,382.7280345
3183,ElMatador0024,Delgado,89.125,Acer,68.369863,Maldoso,142.6,Laluz,34.4206897,Barafunda,47.0849057,5,382.71080320000004
3184,ElMatador1643,Puebla,118.8333333,Agudo,89.125,Acerbo,108.5,Grava,31.7898089,None,24.1111111,4,382.6925866
3185,ElMatador1016,Sullana,97.8627451,Catus,64.8181818,Desviado,108.5,Po,36.9703704,Grima,73.3970588,5,382.6587009
3186,ElMatador3524,Belem,77.984375,Acer,68.369863,Demonio,101.8571429,Brillo,33.4966443,Siccus,99.82,5,382.63837
3187,ElMatador1599,Horizante,110.9111111,Marcado,76.7846154,Demonio,101.8571429,Vil,43.0258621,Desordem,48.9313725,5,382.6204488
3188,ElMatador0865,Curibita,116.0697674,Valioso,66.5466667,Bruxa,103.9791667,Cubrir,33.952381,Picazon,60.8658537,5,382.5241803
3189,ElMatador1486,Managua,113.4318182,Aspero,64.8181818,Venal,89.125,Brillo,33.4966443,Mania,80.5,5,382.4819891
3190,ElMatador3883,Delgado,89.125,Toscoe,71.3,Desonesto,118.8333333,Luz,37.2462687,Pena,64.8181818,5,382.4331286
3191,ElMatador2252,Ciudad,92.4259259,Invulgar,71.3,Salvaje,134.8918919,Luz,37.2462687,Porcaria,45.3727273,5,382.3471586
3192,ElMatador2491,Cadiz,127.974359,Camisa,81.8196721,Infeliz,79.2222222,Cocar,33.4966443,Desgracia,58.7176471,5,382.34088950000006
3193,ElMatador1332,Choloma,87.5614035,Manera,87.5614035,Tenaz,113.4318182,Cubrir,33.952381,Caotico,58.7176471,5,382.3349981
3194,ElMatador1652,Izalco,63.9871795,Acredo,67.4459459,Miedo,103.9791667,Seixas,63.9871795,Calidus,81.8196721,5,382.3294885
3195,ElMatador1020,Horizante,110.9111111,Moda,74.4925373,Mau,118.8333333,Raspar,34.6597222,Mugre,42.2966102,5,382.30365889999996
3196,ElMatador1355,Coban,108.5,Delujo,74.4925373,Energico,94.1698113,Raspar,34.6597222,Peturbar,69.3194444,5,382.25185999999997
3197,ElMatador3154,Cusco,89.125,Silex,68.369863,Macaco,131.3421053,Infecto,40.25,Lodo,51.9895833,5,382.18689639999997
3198,ElMatador0771,Izalco,63.9871795,Pelucia,89.125,Omal,146.7941176,Sebento,40.25,Cunfusao,40.9098361,5,382.176478
3199,ElMatador0040,Ana,86.0517241,Desejo,92.4259259,Desviado,108.5,Cubrir,33.952381,Bagunca,60.1325301,5,382.1729059
3200,ElMatador0988,Talara,108.5,Acredo,67.4459459,Pison,99.82,Besuntado,39.6111111,Sucio,65.6710526,5,382.15845440000004
3201,ElMatador1435,Nazca,121.7317073,Roupa,69.3194444,Demonio,101.8571429,None,16.5264901,Alterar,62.3875,4,382.15561799999995
3202,ElMatador0979,Sullana,97.8627451,Traje,70.2957746,Relajada,124.775,Aranar,31.3899371,Vuelco,56.7159091,5,382.1497107
3203,ElMatador0848,Tingo,99.82,Explicito,74.4925373,Cabra,99.82,Cocar,33.4966443,Grima,73.3970588,5,382.1365852
3204,ElMatador3246,Acajutla,73.3970588,Quente,56.0786517,Poderio,127.974359,Atarantar,64.8181818,Caotico,58.7176471,5,382.0962432
3205,ElMatador0738,Natal,94.1698113,Desejo,92.4259259,Cruel,84.5932203,Grava,31.7898089,Anguista,77.984375,5,382.07348620000005
3206,ElMatador2327,Donostia,131.3421053,Silex,68.369863,Lider,97.8627451,Infecto,40.25,Tumulto,43.0258621,5,381.96092029999994
3207,ElMatador4081,Lisbon,63.9871795,Blusa,70.2957746,Corrupto,116.0697674,Seixos,65.6710526,Pena,64.8181818,5,381.9523007
3208,ElMatador4322,Tacna,116.0697674,Ameno,68.369863,Seguro,99.82,Cascalho,53.0957447,Estragar,43.4,5,381.8657199
3209,ElMatador3447,Monsaraz,70.2957746,Marcado,76.7846154,Acerbo,108.5,Cabelo,54.8461538,Embargo,70.2957746,5,381.83266320000007
3210,ElMatador0645,Horizante,110.9111111,Simpatea,69.3194444,Cachorro,108.5,Defeito,35.9064748,Trastormo,56.0786517,5,381.8260268
3211,ElMatador1594,Nazca,121.7317073,Lajuso,66.5466667,Tenaz,113.4318182,Infecto,40.25,Tierra,38.6899225,5,381.7604595
3212,ElMatador3336,Cusco,89.125,Acuti,68.369863,Intenso,116.0697674,Cotao,68.369863,Tierra,38.6899225,5,381.73476070000004
3213,ElMatador0548,Sonsonate,86.0517241,Marcado,76.7846154,Magia,131.3421053,Cisco,38.3923077,Senal,47.9903846,5,381.6714819
3214,ElMatador0232,Cusco,89.125,Manera,87.5614035,Mieda,121.7317073,Brilho,35.9064748,Sujar,46.212963,5,381.6478934
3215,ElMatador0690,Cartagena,121.7317073,Fuerte,67.4459459,Venal,89.125,Obsceno,44.1681416,Molesta,58.0348837,5,381.61602330000005
3216,ElMatador3945,Almada,69.3194444,Sagax,79.2222222,Espiritu,118.8333333,Porco,43.7807018,Torridus,69.3194444,5,381.5854909
3217,ElMatador4399,Abacay,92.4259259,Desejo,92.4259259,Sevaro,103.9791667,Brillo,33.4966443,Boga,58.0348837,5,381.4728913
3218,ElMatador4221,Malaga,110.9111111,Capa,89.125,Perrita,97.8627451,Laluz,34.4206897,Senal,47.9903846,5,381.42027529999996
3219,ElMatador2123,Ciudad,92.4259259,Titulo,63.1772152,Vingavito,110.9111111,Felpar,70.2957746,Estragar,43.4,5,381.3203716
3220,ElMatador2974,Apopa,66.5466667,Incerto,121.7317073,Careta,97.8627451,Cascalho,53.0957447,Cunfusao,40.9098361,5,381.2570447
3221,ElMatador1220,Sonsonate,86.0517241,Acredo,67.4459459,Relajada,124.775,Sebento,40.25,Espeso,61.617284,5,381.2502988
3222,ElMatador0788,Tecia,69.3194444,Manera,87.5614035,Cuervo,127.974359,Luz,37.2462687,Boga,58.0348837,5,381.2467041
3223,ElMatador2016,Malaga,110.9111111,Comodo,72.3333333,Perrita,97.8627451,Sombra,58.0348837,Cunfusao,40.9098361,5,381.16225410000004
3224,ElMatador4536,Malaga,110.9111111,Felpa,62.3875,Pajaro,99.82,Imunda,41.2479339,Sucio,65.6710526,5,381.14794240000003
3225,ElMatador1045,Huacho,92.4259259,Quente,56.0786517,LaAlma,118.8333333,Brilho,35.9064748,Volcar,76.7846154,5,381.1393459
3226,ElMatador1938,Monsaraz,70.2957746,Bello,70.2957746,Enganador,127.974359,Raspar,34.6597222,Volcar,76.7846154,5,381.1205906
3227,ElMatador0534,Sintra,84.5932203,Pelucia,89.125,Curioso,124.775,Brillo,33.4966443,Senal,47.9903846,5,381.090594
3228,ElMatador1183,Huacho,92.4259259,Agudo,89.125,Seguro,99.82,Cicatriz,36.9703704,Espeso,61.617284,5,381.06892509999994
3229,ElMatador1572,Belmopan,110.9111111,Fuerte,67.4459459,Perrita,97.8627451,None,16.5264901,Anguista,77.984375,4,381.06400049999996
3230,ElMatador3530,Tocumen,103.9791667,Robusto,66.5466667,Adusto,110.9111111,Cascalho,53.0957447,Porcaria,45.3727273,5,381.0157613
3231,ElMatador4076,Piura,97.8627451,Rasgado,76.7846154,Seductor,99.82,Vil,43.0258621,Dolor,62.3875,5,380.99106739999996
3232,ElMatador0801,Chincha,124.775,Robusto,66.5466667,Perrita,97.8627451,Cubrir,33.952381,Vuelco,56.7159091,5,380.9630467
3233,ElMatador3861,Celba,103.9791667,Blusa,70.2957746,Lider,97.8627451,Cisco,38.3923077,Torridus,69.3194444,5,380.9597833
3234,ElMatador1829,Abacay,92.4259259,Simpatea,69.3194444,Poderio,127.974359,Aranar,31.3899371,Caotico,58.7176471,5,380.9376583
3235,ElMatador1048,Pisco,94.1698113,Aspero,64.8181818,Leal,124.775,Furia,47.0849057,Desordem,48.9313725,5,380.8896161
3236,ElMatador1793,Alegre,71.3,Augusto,64.8181818,Mariposa,103.9791667,Felpar,70.2957746,Peturbar,69.3194444,5,380.82291230000004
3237,ElMatador2161,Escuintla,103.9791667,Titulo,63.1772152,Miedo,103.9791667,Sombra,58.0348837,Limpiar,50.4141414,5,380.6949185
3238,ElMatador3853,Cusco,89.125,Aspero,64.8181818,Esquisito,127.974359,Vestigio,56.7159091,Cunfusao,40.9098361,5,380.6536308
3239,ElMatador3596,Soloia,116.0697674,Felpa,62.3875,Repartido,94.1698113,Brillo,33.4966443,Grima,73.3970588,5,380.6311266
3240,ElMatador1388,Belem,77.984375,Fuerte,67.4459459,Tolo,134.8918919,Brillo,33.4966443,Sucio,65.6710526,5,380.6002545
3241,ElMatador2748,Sonsonate,86.0517241,Camisa,81.8196721,Brioso,127.974359,Vil,43.0258621,Sujeria,40.5772358,5,380.55919789999996
3242,ElMatador1780,Braga,90.7454545,Rasgado,76.7846154,Leon,108.5,Litiase,58.0348837,Porcaria,45.3727273,5,380.54802570000004
3243,ElMatador4689,Escuintla,103.9791667,Invulgar,71.3,Desonesto,118.8333333,Vil,43.0258621,Mugre,42.2966102,5,380.54531710000003
3244,ElMatador2738,Sullana,97.8627451,Invulgar,71.3,Leon,108.5,Vil,43.0258621,Caotico,58.7176471,5,380.5165991
3245,ElMatador0964,Zacapa,127.974359,Catus,64.8181818,Dingo,92.4259259,Grava,31.7898089,Dolor,62.3875,5,380.50612040000004
3246,ElMatador0730,Patzicia,118.8333333,Pericido,58.0348837,Desviado,108.5,Defeito,35.9064748,Boga,58.0348837,5,380.41992030000006
3247,ElMatador1153,Petapa,103.9791667,Catus,64.8181818,Mieda,121.7317073,Infecto,40.25,Doenca,48.4563107,5,380.3457113
3248,ElMatador2257,Jaen,118.8333333,Moda,74.4925373,Desviado,108.5,Cubrir,33.952381,Estragar,43.4,5,380.2885964
3249,ElMatador2223,Sumpango,101.8571429,Silex,68.369863,Buitre,92.4259259,Obsceno,44.1681416,Revas,72.3333333,5,380.2647515
3250,ElMatador0231,Natal,94.1698113,Felpa,62.3875,Animo,142.6,Po,36.9703704,Tumulto,43.0258621,5,380.2638886
3251,ElMatador4771,Piura,97.8627451,Fuerte,67.4459459,Tenaz,113.4318182,Tizne,31.9935897,Nunitus,68.369863,5,380.21430670000007
3252,ElMatador1330,Barillas,108.5,Felpa,62.3875,Cabra,99.82,Ardor,38.0992366,Embargo,70.2957746,5,380.212856
3253,ElMatador3569,Pango,97.8627451,Fulgor,101.8571429,Seductor,99.82,Luz,37.2462687,Mugre,42.2966102,5,380.19311170000003
3254,ElMatador2150,Pango,97.8627451,Romeria,64.8181818,Leon,108.5,Atarantar,64.8181818,Tumulto,43.0258621,5,380.1353156
3255,ElMatador0676,Cartagena,121.7317073,Guapo,67.4459459,Campeao,89.125,Aranar,31.3899371,Peturbar,69.3194444,5,380.1223795
3256,ElMatador1346,Cantel,110.9111111,Lajuso,66.5466667,Imoral,113.4318182,Aranar,31.3899371,Vuelco,56.7159091,5,380.10578699999996
3257,ElMatador2553,Tacna,116.0697674,Marcado,76.7846154,Pajaro,99.82,Defeito,35.9064748,Trapalhada,50.4141414,5,380.1053438
3258,ElMatador0262,Vincinte,71.3,Desejo,92.4259259,Maldoso,142.6,Cubrir,33.952381,Tierra,38.6899225,5,380.07857420000005
3259,ElMatador1500,Belmopan,110.9111111,Traje,70.2957746,Cachorro,108.5,Vil,43.0258621,Sujar,46.212963,5,380.0560556
3260,ElMatador2909,Abacay,92.4259259,Seda,66.5466667,Acerbo,108.5,Po,36.9703704,Linny,74.4925373,5,380.04584509999995
3261,ElMatador3886,Piura,97.8627451,Bravo,69.3194444,Maldoso,142.6,None,16.5264901,Estragar,43.4,4,380.0420128999999
3262,ElMatador3212,Abacay,92.4259259,Comodo,72.3333333,Miedo,103.9791667,Atarantar,64.8181818,Porcaria,45.3727273,5,380.0396798
3263,ElMatador0593,Pango,97.8627451,Ameno,68.369863,Magnifico,134.8918919,Porcada,31.5886076,Sujar,46.212963,5,380.0364154
3264,ElMatador2315,Belmopan,110.9111111,Pericido,58.0348837,Desonesto,118.8333333,Laluz,34.4206897,Vuelco,56.7159091,5,380.02627169999994
3265,ElMatador1136,Nueva,87.5614035,Traje,70.2957746,Temer,103.9791667,Infecto,40.25,Volcar,76.7846154,5,379.981305
3266,ElMatador2818,Santiago,84.5932203,Traje,70.2957746,Narrador,146.7941176,Porco,43.7807018,None,24.1111111,4,379.9082587
3267,ElMatador0852,Managua,113.4318182,Camisa,81.8196721,Desviado,108.5,Tizne,31.9935897,Tumulto,43.0258621,5,379.8812869
3268,ElMatador2296,Chimbote,108.5,Vigoroso,70.2957746,Mieda,121.7317073,Porcada,31.5886076,Balburdia,46.6448598,5,379.8712941
3269,ElMatador1143,Chimbote,108.5,Acer,68.369863,Seguro,99.82,Luz,37.2462687,Pena,64.8181818,5,379.86465830000003
3270,ElMatador3545,Tarma,106.1914894,Valioso,66.5466667,Bruxa,103.9791667,Besuntado,39.6111111,Atufo,62.3875,5,379.8262787
3271,ElMatador4205,Malaga,110.9111111,Blusa,70.2957746,Seductor,99.82,Besuntado,39.6111111,Boga,58.0348837,5,379.7832253
3272,ElMatador0880,Puebla,118.8333333,Vigoroso,70.2957746,Buitre,92.4259259,Po,36.9703704,Bagunca,60.1325301,5,379.7682791
3273,ElMatador3123,Ciudad,92.4259259,Fuerte,67.4459459,Valioso,124.775,Porcada,31.5886076,Atufo,62.3875,5,379.73332419999997
3274,ElMatador4195,Choloma,87.5614035,Casaco,69.3194444,Relajada,124.775,Ardor,38.0992366,Caotico,58.7176471,5,379.58307640000004
3275,ElMatador1336,Managua,113.4318182,Bravo,69.3194444,Desviado,108.5,Porco,43.7807018,Estragar,43.4,5,379.5423092
3276,ElMatador3936,Almada,69.3194444,Aspero,64.8181818,Superbus,134.8918919,Brilho,35.9064748,Picon,73.3970588,5,379.44339650000006
3277,ElMatador4298,Piura,97.8627451,Simpatea,69.3194444,Campeao,89.125,Sombra,58.0348837,caotica,63.9871795,5,379.43959750000005
3278,ElMatador4042,Piura,97.8627451,Desejo,92.4259259,Miedo,103.9791667,Po,36.9703704,Barafunda,47.0849057,5,379.43345859999994
3279,ElMatador0120,Antigua,72.3333333,Marcado,76.7846154,Omal,146.7941176,Tizne,31.9935897,Limpiar,50.4141414,5,379.43014220000003
3280,ElMatador4444,Santiago,84.5932203,Nitido,63.9871795,Fidalgo,106.1914894,Atarantar,64.8181818,Caotico,58.7176471,5,379.41806290000005
3281,ElMatador0369,Manaus,101.8571429,Comodo,72.3333333,Desonesto,118.8333333,Luz,37.2462687,Basura,47.9903846,5,379.37080760000003
3282,ElMatador1839,Sullana,97.8627451,Acredo,67.4459459,Rabioso,108.5,Imunda,41.2479339,Alterarse,63.1772152,5,379.3441849
3283,ElMatador3404,Chajul,94.1698113,Acuti,68.369863,Mentorosa,138.6388889,Cubrir,33.952381,Tumulto,43.0258621,5,379.2671511
3284,ElMatador0743,Huacho,92.4259259,Guapo,67.4459459,Leon,108.5,Grava,31.7898089,Anguista,77.984375,5,379.25640050000004
3285,ElMatador2286,Quito,110.9111111,Elegante,77.984375,Nobre,103.9791667,Ardor,38.0992366,Barafunda,47.0849057,5,379.16913989999995
3286,ElMatador3559,Ana,86.0517241,Sagax,79.2222222,Levado,116.0697674,Cocar,33.4966443,Alterarse,63.1772152,5,379.127918
3287,ElMatador1850,Beja,68.369863,Replica,127.974359,Dingo,92.4259259,Luz,37.2462687,Lodo,51.9895833,5,379.11634469999996
3288,ElMatador3779,Cumbres,121.7317073,Ameno,68.369863,Cruela,90.7454545,Cubrir,33.952381,Alterarse,63.1772152,5,379.0869658
3289,ElMatador1517,Huacho,92.4259259,Ameno,68.369863,Bruxaria,116.0697674,Vil,43.0258621,Boga,58.0348837,5,379.0366469
3290,ElMatador2462,Huacho,92.4259259,Quente,56.0786517,Guia,106.1914894,Cabelo,54.8461538,Nunitus,68.369863,5,379.0224286
3291,ElMatador3970,Usuutan,74.4925373,Falso,131.3421053,Bonito,99.82,Brillo,33.4966443,Tierra,38.6899225,5,378.95155420000003
3292,ElMatador4384,Coimbra,64.8181818,Replica,127.974359,Infeliz,79.2222222,Obsceno,44.1681416,Espeso,61.617284,5,378.9105334
3293,ElMatador0670,Escuintla,103.9791667,Romeria,64.8181818,Cachorro,108.5,Marcas,38.0992366,Alterar,62.3875,5,378.8944299
3294,ElMatador3135,Chajul,94.1698113,Aspero,64.8181818,Ciervo,121.7317073,Raspar,34.6597222,Dolor,62.3875,5,378.8772674
3295,ElMatador0278,Cusco,89.125,Manera,87.5614035,Aeduo,121.7317073,Cubrir,33.952381,Porcaria,45.3727273,5,378.8535639
3296,ElMatador0839,Nazca,121.7317073,Nitido,63.9871795,Energico,94.1698113,Cicatriz,36.9703704,Dejado,60.8658537,5,378.835267
3297,ElMatador3860,Juliaca,124.775,Bello,70.2957746,Bruxa,103.9791667,Porcada,31.5886076,Barafunda,47.0849057,5,378.8337994
3298,ElMatador3381,LaUnion,74.4925373,Lampejo,118.8333333,Pison,99.82,None,16.5264901,Desgracia,58.7176471,4,378.72334109999997
3299,ElMatador1546,Escuintla,103.9791667,Casaco,69.3194444,Corrupto,116.0697674,Sebento,40.25,Senal,47.9903846,5,378.71910790000004
3300,ElMatador2363,Mixco,113.4318182,Acer,68.369863,LaAlma,118.8333333,Cocar,33.4966443,Estragar,43.4,5,378.6420036
3301,ElMatador3410,Cantel,110.9111111,Delujo,74.4925373,Rapida,110.9111111,Sebento,40.25,Cunfusao,40.9098361,5,378.58494040000005
3302,ElMatador4231,Metapan,70.2957746,Casaco,69.3194444,Ciervo,121.7317073,Sombra,58.0348837,Boga,58.0348837,5,378.52703850000006
3303,ElMatador0810,Gualan,121.7317073,Titulo,63.1772152,Violento,118.8333333,Sebento,40.25,None,24.1111111,4,378.4367002
3304,ElMatador2449,Chimbote,108.5,Capa,89.125,Campeao,89.125,Grava,31.7898089,Desgracia,58.7176471,5,378.36780080000005
3305,ElMatador2762,Tarma,106.1914894,Titulo,63.1772152,Repartido,94.1698113,Pedras,65.6710526,Basura,47.9903846,5,378.3102979
3306,ElMatador1562,Escuintla,103.9791667,Marcado,76.7846154,Fantasma,86.0517241,Cicatriz,36.9703704,Picon,73.3970588,5,378.2932802
3307,ElMatador0885,Celba,103.9791667,Salsus,77.984375,Buitre,92.4259259,Besuntado,39.6111111,Alterarse,63.1772152,5,378.2881387
3308,ElMatador4556,Cantel,110.9111111,Robusto,66.5466667,Venal,89.125,Imunda,41.2479339,Peturbar,69.3194444,5,378.26050090000007
3309,ElMatador1978,Choloma,87.5614035,Augusto,64.8181818,Cruel,84.5932203,Pedras,65.6710526,Enojo,74.4925373,5,378.2467403
3310,ElMatador1756,Choloma,87.5614035,Rasgado,76.7846154,Imoral,113.4318182,Po,36.9703704,Dolor,62.3875,5,378.2460523
3311,ElMatador0787,Cantel,110.9111111,Casaco,69.3194444,Fiel,113.4318182,Ardor,38.0992366,Porcaria,45.3727273,5,378.2446824
3312,ElMatador2986,Alegre,71.3,Bravo,69.3194444,Sevaro,103.9791667,Sombra,58.0348837,Lentum,74.4925373,5,378.2363769
3313,ElMatador1658,Nazca,121.7317073,Silex,68.369863,Lider,97.8627451,Porco,43.7807018,Porcaria,45.3727273,5,378.2280893
3314,ElMatador1757,LaUnion,74.4925373,Roupa,69.3194444,Siniestro,161,Aranar,31.3899371,Cunfusao,40.9098361,5,378.2220997
3315,ElMatador1304,Antigua,72.3333333,Agudo,89.125,Mentorosa,138.6388889,Porcada,31.5886076,Porcaria,45.3727273,5,378.16890190000004
3316,ElMatador1228,Horizante,110.9111111,Bravo,69.3194444,Cruela,90.7454545,Imunda,41.2479339,Pena,64.8181818,5,378.1524705
3317,ElMatador4578,LaUnion,74.4925373,Rasgada,116.0697674,Bonito,99.82,None,16.5264901,Dejado,60.8658537,4,378.10798179999995
