Rank,Name,Background,BackgroundWeight,Body,BodyWeight,Ear,EarWeight,Eye,EyeWeight,Eyes,EyesWeight,Head,HeadWeight,Mouth,MouthWeight,Skin,SkinWeight,TraitCount,Weighting
2868,Pendulum #01331,Gradient Sunset,32.9539474,,2.33411,,2.2573231,Orange,7.0549296,Awaken Green,104.3541667,Wizard Glitch,143.1142857,Bandit Blue,208.7083333,Shiny Pearl,172.7241379,6,678.2356382
2869,Pendulum #03429,Cozmo Black,28.299435,Opulence Pink,278.2777778,Sacred Ring Blue,156.53125,Purple,10.0784708,,2.1778261,Ghost Rider Orange,147.3235294,,2.1921225,Purple,48.1634615,6,677.7782776
2870,Pendulum #02306,Green,17.3321799,Knight Pink,104.3541667,,2.2573231,White,9.1072727,Aether Yellow,135.3783784,Ancient White,250.45,,2.1921225,Vent Red,151.7878788,6,677.5937265999999
2871,Pendulum #01668,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Orange,7.0549296,Tactical Blue,227.6818182,Jaboiii Pink,294.6470588,,2.1921225,Moon,98.2156863,5,677.5656357
2872,Pendulum #03077,Orange,25.1708543,Prism Glitch,385.3076923,,2.2573231,Orange,7.0549296,,2.1778261,Harlequin Glitch,200.36,,2.1921225,Skeleton Glitch,46.3796296,5,676.979261
2873,Pendulum #03272,Cozmo Forrest,30.5426829,Samurai Green,178.8928571,,2.2573231,Pink,10.4790795,,2.1778261,Wizard Glitch,143.1142857,Knocker Purple,227.6818182,Sun,77.0615385,6,676.9418156
2874,Pendulum #04893,Aqua,10.772043,Tesla Glitch,227.6818182,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,Pharaoh Yellow,357.7857143,Sun Glitch,54.4456522,5,676.9205043000001
2875,Pendulum #00439,Black,28.7873563,Bandit Green,143.1142857,Valkyrie Glitch,208.7083333,Black,5.0698381,,2.1778261,Unicorn Yellow,161.5806452,Samurai Glitch,86.362069,Grunt Glitch,35.7785714,7,676.6590467999999
2876,Pendulum #02251,Cozmo White,37.380597,,2.33411,Vega Green,263.6315789,Black,5.0698381,,2.1778261,,2.4699211,Opulence Green,313.0625,Black,44.3274336,5,676.5326882999999
2877,Pendulum #01909,Red,17.0955631,Opulence Pink,278.2777778,Sacred Ring Pink,278.2777778,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Oracle Pink,80.7903226,5,676.4674671999999
2878,Pendulum #02778,Aqua,10.772043,,2.33411,Mist Green,143.1142857,Red,17.5754386,Layser Blue,131.8157895,,2.4699211,Knocker Orange,227.6818182,Vent Cream,135.3783784,6,675.8761890000001
2879,Pendulum #04166,Green,17.3321799,Aether Green,151.7878788,,2.2573231,Black,5.0698381,Derp Green,131.8157895,Ronin Green,156.53125,Derp Green,131.8157895,Grunt Black,73.6617647,7,675.3519353
2880,Pendulum #03308,Aqua,10.772043,,2.33411,,2.2573231,Blue,13.2513228,Third Eye Glitch,200.36,,2.4699211,Smoke Glitch,294.6470588,Skeleton Teal,143.1142857,5,675.284948
2881,Pendulum #00803,Gradient Pearl,31.30625,,2.33411,,2.2573231,Purple,10.0784708,T2 Purple,208.7083333,Aether Green,143.1142857,Holodrape Yellow,147.3235294,Vent White,125.225,6,675.0817068
2882,Pendulum #03210,Cozmo Purple,42.4491525,,2.33411,Trinity Blue,122.1707317,Orange,7.0549296,,2.1778261,Infinity Green,313.0625,Aqua Mask Red,100.18,Brown,80.7903226,6,674.953977
2883,Pendulum #01455,Yellow,29.2923977,Hero Orange,238.5238095,,2.2573231,Yellow,14.4768786,,2.1778261,Unicorn Glitch,147.3235294,Astronomer Pink,200.36,Grunt Glitch,35.7785714,6,674.9247403
2884,Pendulum #04816,Cozmo Pearl,41.7416667,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Spider Yellow,455.3636364,Aqua Mask Red,100.18,Burst,56.9204545,5,674.1088298999999
2885,Pendulum #01772,Green,17.3321799,,2.33411,,2.2573231,White,9.1072727,Zodiac Red,217.7826087,War Purple,294.6470588,,2.1921225,Skeleton Purple,122.1707317,5,673.9022909
2886,Pendulum #02601,Cozmo Blue,28.4602273,,2.33411,Derp Green,143.1142857,Red,17.5754386,Tactical Green,238.5238095,Unicorn Glitch,147.3235294,,2.1921225,Highborn Cream,89.4464286,6,673.7043560999999
2887,Pendulum #03368,Purple,24.1980676,,2.33411,Sacred Ring Pink,278.2777778,Blue,13.2513228,,2.1778261,Ghost Rider Pink,250.45,,2.1921225,Oracle Burst,94.509434,5,673.4695442999999
2888,Pendulum #01677,Aqua,10.772043,Knight Pink,104.3541667,,2.2573231,Purple,10.0784708,T2 Green,172.7241379,Ronin Green,156.53125,Samurai Glitch,86.362069,Vent White,125.225,7,673.3845822
2889,Pendulum #03914,Cozmo Purple,42.4491525,Opulence Blue,250.45,,2.2573231,Orange,7.0549296,,2.1778261,Mirror Yellow,208.7083333,,2.1921225,Shiny Sunset,151.7878788,5,673.1564493999998
2890,Pendulum #02188,Gradient Pearl,31.30625,Tesla Yellow,185.5185185,Muffs Pink,294.6470588,White,9.1072727,,2.1778261,Aether Blue,98.2156863,,2.1921225,Black,44.3274336,6,672.2265729999999
2891,Pendulum #00472,Cozmo Green,23.7393365,Criminal Blue,172.7241379,Derp Yellow,238.5238095,Yellow,14.4768786,Tactical Red,172.7241379,,2.4699211,,2.1921225,Blue,40.3951613,6,671.9799098
2892,Pendulum #04902,Red,17.0955631,,2.33411,Muffs Pink,294.6470588,Blue,13.2513228,Awaken Green,104.3541667,Ancient Orange,192.6538462,,2.1921225,Blue,40.3951613,6,671.6577559000001
2893,Pendulum #02721,Green,17.3321799,Imperial Green,156.53125,,2.2573231,Red,17.5754386,,2.1778261,Jaboiii Pink,294.6470588,,2.1921225,Shiny Purple,172.7241379,5,671.5162204
2894,Pendulum #02091,Red,17.0955631,Aether Blue,66.7866667,Mist Pink,139.1388889,Pink,10.4790795,Awaken Green,104.3541667,Ancient White,250.45,,2.1921225,Highborn Glitch,75.8939394,7,671.4705485
2895,Pendulum #04837,Yellow,29.2923977,Plugged Blue,151.7878788,Sorceress Pink,172.7241379,Green,9.7641326,,2.1778261,Ghost Rider Pink,250.45,,2.1921225,Purple,48.1634615,6,671.2863616
2896,Pendulum #01708,Gradient Sunset,32.9539474,,2.33411,Crescent Pink,217.7826087,Red,17.5754386,Monopoly Purple,278.2777778,,2.4699211,,2.1921225,Shiny Blue,111.3111111,5,670.9759206999998
2897,Pendulum #03853,Aqua,10.772043,,2.33411,Roger Yellow,238.5238095,Black,5.0698381,Lazer Eye Pink,278.2777778,,2.4699211,,2.1921225,Skeleton Brown,125.225,5,670.9435055
2898,Pendulum #02161,Green,17.3321799,,2.33411,Mist Red,172.7241379,White,9.1072727,Samurai Green,208.7083333,Jaboiii Red,217.7826087,,2.1921225,Grunt Glitch,35.7785714,6,670.6937409
2899,Pendulum #00182,Cozmo Aqua,29.6390533,Phoenix Pink,200.36,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Spider Pink,278.2777778,Skeleton Black,139.1388889,5,670.4781446
2900,Pendulum #00213,Gradient Sunset,32.9539474,Astronomer Blue,185.5185185,,2.2573231,Black,5.0698381,Astronomer Orange,128.4358974,Ronin Green,156.53125,,2.1921225,Vent Red,151.7878788,6,669.4811803
2901,Pendulum #02089,Cozmo Forrest,30.5426829,,2.33411,,2.2573231,Blue,13.2513228,Aether Green,172.7241379,Unicorn Green,200.36,,2.1921225,Highborn White,238.5238095,5,668.2643922
2902,Pendulum #00797,Pink,22.8721461,,2.33411,,2.2573231,White,9.1072727,Holo Visor Glitch,77.0615385,Moon Sherpa Orange,178.8928571,Bubble Purple,227.6818182,Skeleton Teal,143.1142857,6,668.0557558999999
2903,Pendulum #02493,Black,28.7873563,,2.33411,Angel Glitch,143.1142857,Teal,18.9734848,,2.1778261,Recon Blue,278.2777778,Aqua Mask Red,100.18,Oracle Blue,89.4464286,6,668.0256738
2904,Pendulum #03632,Aqua,10.772043,Knight Brown,156.53125,Assassin Pink,100.18,Black,5.0698381,Plugged Glitch,172.7241379,,2.4699211,Assassin Pink,125.225,Oracle Blue,89.4464286,7,667.4987404
2905,Pendulum #02190,Orange,25.1708543,,2.33411,Angel Blue,67.6891892,Teal,18.9734848,,2.1778261,Spider Glitch,417.4166667,,2.1921225,Skeleton Blue,125.225,5,667.2581371
2906,Pendulum #02917,Cozmo Purple,42.4491525,,2.33411,Assassin Green,104.3541667,Teal,18.9734848,Zodiac Glitch,263.6315789,Moon Sherpa Blue,147.3235294,,2.1921225,Oracle Pink,80.7903226,6,666.7828718999999
2907,Pendulum #00433,Cozmo Black,28.299435,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Knight Orange,500.9,Shiny Blue,111.3111111,4,666.4133079999999
2908,Pendulum #00191,Cozmo Black,28.299435,,2.33411,Derp Yellow,238.5238095,Pink,10.4790795,Holodrape Black,200.36,,2.4699211,Knight Blue,143.1142857,Grunt Glitch,35.7785714,6,666.0936167000001
2909,Pendulum #04216,Cozmo Sunset,41.3966942,,2.33411,Muffs Blue,147.3235294,Orange,7.0549296,Awaken Red,161.5806452,Bandit Purple,263.6315789,,2.1921225,Grunt Glitch,35.7785714,6,666.0265857
2910,Pendulum #02938,Gradient Pearl,31.30625,Assassin Glitch,238.5238095,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Holo Drape Blue,294.6470588,Feather Blue,78.265625,5,665.8051679
2911,Pendulum #03092,Green,17.3321799,Aether Yellow,135.3783784,,2.2573231,Purple,10.0784708,,2.1778261,Holodrape Teal,156.53125,Knocker Yellow,263.6315789,Grunt Black,73.6617647,6,665.7831764
2912,Pendulum #01815,Cozmo Blue,28.4602273,Sorceress Yellow,238.5238095,,2.2573231,Purple,10.0784708,Plugged Orange,250.45,,2.4699211,,2.1921225,Skeleton Blue,125.225,5,665.7357578
2913,Pendulum #04761,Red,17.0955631,Criminal Purple,250.45,,2.2573231,Red,17.5754386,Layser Green,200.36,,2.4699211,,2.1921225,Grunt Green,166.9666667,5,665.4459185999999
2914,Pendulum #04755,Purple,24.1980676,,2.33411,Angelic Green,172.7241379,Blue,13.2513228,Layser Blue,131.8157895,Jaboiii Blue,278.2777778,,2.1921225,Grunt Glitch,35.7785714,6,665.306304
2915,Pendulum #03870,Cozmo Orange,43.1810345,Spider Pink,238.5238095,Sacred Ring Green,131.8157895,Yellow,14.4768786,,2.1778261,Ghost Rider Orange,147.3235294,,2.1921225,Brown,80.7903226,6,665.2157172
2916,Pendulum #03470,Cozmo Blue,28.4602273,,2.33411,,2.2573231,Green,9.7641326,Plugged Orange,250.45,Moon Sherpa Blue,147.3235294,Aqua Mask Blue,94.509434,Skeleton Blue,125.225,6,665.0581609
2917,Pendulum #04510,Yellow,29.2923977,Opulence Orange,192.6538462,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,Smoke Glitch,294.6470588,Skeleton Purple,122.1707317,5,664.999311
2918,Pendulum #01761,Cozmo Black,28.299435,Plugged Blue,151.7878788,Assassin Green,104.3541667,Purple,10.0784708,,2.1778261,,2.4699211,Assassin Orange,208.7083333,Shiny Sunset,151.7878788,6,664.3983151
2919,Pendulum #04983,Cozmo Sunset,41.3966942,Imperial Glitch,217.7826087,,2.2573231,Orange,7.0549296,Derp Pink,278.2777778,,2.4699211,,2.1921225,Highborn Moon,106.5744681,5,664.0847286
2920,Pendulum #04838,Cozmo Purple,42.4491525,,2.33411,Assassin Orange,111.3111111,Orange,7.0549296,,2.1778261,Iron Crown Yellow,333.9333333,,2.1921225,Shiny Falcon,156.53125,5,664.0627186
2921,Pendulum #04903,Blue,23.5164319,,2.33411,Crescent Purple,143.1142857,Black,5.0698381,T2 Purple,208.7083333,,2.4699211,Astronomer Pink,200.36,Grunt Black,73.6617647,6,663.9690893000001
2922,Pendulum #00915,Cozmo White,37.380597,,2.33411,Trinity Glitch,128.4358974,Black,5.0698381,,2.1778261,Plugged Brown,185.5185185,Assassin Orange,208.7083333,Oracle Blue,89.4464286,6,663.8059535
2923,Pendulum #01901,Cozmo Blue,28.4602273,Opulence Red,263.6315789,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Gun Chin Teal,294.6470588,Feather Black,58.9294118,5,663.7220687
2924,Pendulum #03884,Cozmo Red,43.9385965,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Harlequin Pink,455.3636364,,2.1921225,Skeleton Black,139.1388889,4,663.4092252
2925,Pendulum #05002,Yellow,29.2923977,Assassin Orange,238.5238095,,2.2573231,Blue,13.2513228,,2.1778261,Ghost Rider Yellow,217.7826087,,2.1921225,Shiny Ice,151.7878788,5,663.3441727000001
2926,Pendulum #02566,Cozmo Teal,32.1089744,Prism Green,294.6470588,,2.2573231,Black,5.0698381,,2.1778261,Meow Glitch,227.6818182,,2.1921225,Oracle Cream,91.0727273,5,663.286572
2927,Pendulum #00152,Cozmo Black,28.299435,,2.33411,Valkyrie Gold,238.5238095,Pink,10.4790795,,2.1778261,Jaboiii Purple,294.6470588,,2.1921225,Red,78.265625,5,662.9979499
2928,Pendulum #02602,White,41.057377,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Harlequin Purple,250.45,Gun Chin Teal,294.6470588,Burst,56.9204545,5,662.9779626000001
2929,Pendulum #04729,Gradient Pearl,31.30625,Aether Green,151.7878788,,2.2573231,Orange,7.0549296,Aether Purple,119.2619048,Ronin Blue,125.225,Samurai Red,172.7241379,Purple,48.1634615,7,662.8610074
2930,Pendulum #00838,Red,17.0955631,Spider Red,217.7826087,Trinity Blue,122.1707317,Orange,7.0549296,,2.1778261,Ghost Rider Blue,208.7083333,,2.1921225,Oracle Purple,80.7903226,6,662.7068420999999
2931,Pendulum #02207,Cozmo White,37.380597,Sorceress Blue,278.2777778,Sorceress Blue,200.36,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Feather Rainbow,128.4358974,5,662.4428634999998
2932,Pendulum #02144,Cozmo White,37.380597,,2.33411,Angelic Glitch,250.45,Blue,13.2513228,Welder Glitch,192.6538462,Aether Blue,98.2156863,,2.1921225,Green,61.0853659,6,662.2974552000001
2933,Pendulum #01446,Yellow,29.2923977,,2.33411,Derp Green,143.1142857,White,9.1072727,Awaken Purple,96.3269231,Unicorn Green,200.36,Astronomer Orange,122.1707317,Sun Glitch,54.4456522,7,662.2314948000001
2934,Pendulum #04834,Orange,25.1708543,,2.33411,,2.2573231,Black,5.0698381,Tactical Green,238.5238095,Aether Purple,143.1142857,Derp Green,131.8157895,Vent Moon,108.8913043,6,661.911719
2935,Pendulum #04307,Green,17.3321799,Bandit Yellow,128.4358974,,2.2573231,Black,5.0698381,Tactical Green,238.5238095,Derp Red,208.7083333,,2.1921225,Sun Glitch,54.4456522,6,661.6995605000001
2936,Pendulum #00330,Orange,25.1708543,Spider Pink,238.5238095,,2.2573231,Purple,10.0784708,,2.1778261,Plugged Green,227.6818182,,2.1921225,Feather Patriot,147.3235294,5,661.4846374
2937,Pendulum #02453,Cozmo Sunset,41.3966942,,2.33411,,2.2573231,Red,17.5754386,Welder Glitch,192.6538462,Astronomer Blue,294.6470588,,2.1921225,Highborn Blue,102.2244898,5,661.3599667
2938,Pendulum #01643,Cozmo Purple,42.4491525,,2.33411,Angelic Purple,122.1707317,Red,17.5754386,Awaken Blue,185.5185185,,2.4699211,Bandit Red,172.7241379,Vent Purple,111.3111111,6,661.2875259
2939,Pendulum #00836,Aqua,10.772043,Monk Purple,357.7857143,,2.2573231,Yellow,14.4768786,,2.1778261,Meow Glitch,227.6818182,,2.1921225,Burst Glitch,37.1037037,5,660.526313
2940,Pendulum #00246,Purple,24.1980676,Aether Blue,66.7866667,Mist Green,143.1142857,Black,5.0698381,Astronomer Purple,172.7241379,Aether Blue,98.2156863,,2.1921225,Shiny Pink,143.1142857,7,660.4952122
2941,Pendulum #00101,Cozmo Pearl,41.7416667,Phoenix Orange,161.5806452,Angel Blue,67.6891892,Orange,7.0549296,,2.1778261,,2.4699211,Gun Chin Red,294.6470588,Feather Blue,78.265625,6,660.3612662
2942,Pendulum #00524,Green,17.3321799,Imperial Green,156.53125,Aquatic Blue,125.225,Orange,7.0549296,Holodrape Black,200.36,Aether Blue,98.2156863,,2.1921225,Purple,48.1634615,7,660.1547515
2943,Pendulum #03163,Blue,23.5164319,Aether Blue,66.7866667,Crescent Purple,143.1142857,Red,17.5754386,Aether Green,172.7241379,Derp Pink,178.8928571,,2.1921225,Vent Glitch,50.09,7,659.9720621
2944,Pendulum #03314,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,Plugged Blue,313.0625,Skeleton Cream,294.6470588,4,659.5259748000001
2945,Pendulum #01943,Cozmo Aqua,29.6390533,Criminal Orange,250.45,,2.2573231,Yellow,14.4768786,Derp Teal,278.2777778,,2.4699211,,2.1921225,Grunt Black,73.6617647,5,659.5037245999999
2946,Pendulum #01138,Cozmo Aqua,29.6390533,,2.33411,Angel Blue,67.6891892,Blue,13.2513228,Lightning Green,185.5185185,Infinity Green,313.0625,,2.1921225,Cream,41.057377,6,659.4785978
2947,Pendulum #03593,Orange,25.1708543,Prism Green,294.6470588,Angel Green,143.1142857,Pink,10.4790795,,2.1778261,,2.4699211,Aqua Mask Blue,94.509434,Oracle Purple,80.7903226,6,658.0931866
2948,Pendulum #03000,Purple,24.1980676,Tesla Purple,313.0625,Muffs Yellow,217.7826087,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Grunt Blue,79.5079365,5,657.9489454999999
2949,Pendulum #01472,Orange,25.1708543,Imperial Blue,357.7857143,,2.2573231,Black,5.0698381,T2 Purple,208.7083333,,2.4699211,,2.1921225,Purple,48.1634615,5,657.8964517
2950,Pendulum #01621,Blue,23.5164319,,2.33411,,2.2573231,White,9.1072727,Samurai Purple,227.6818182,,2.4699211,Seal Breaker Glitch,294.6470588,Highborn Cream,89.4464286,5,657.5392479000001
2951,Pendulum #04040,Cozmo Teal,32.1089744,Knight Glitch,94.509434,Derp Teal,238.5238095,Orange,7.0549296,Astronomer Orange,128.4358974,,2.4699211,,2.1921225,Grunt Moon,147.3235294,6,657.3530224
2952,Pendulum #02198,Pink,22.8721461,,2.33411,Valkyrie Red,313.0625,Orange,7.0549296,,2.1778261,Baller Purple,172.7241379,,2.1921225,Shiny Green,128.4358974,5,656.9325530999998
2953,Pendulum #03223,Green,17.3321799,,2.33411,Sacred Ring Purple,178.8928571,Teal,18.9734848,,2.1778261,,2.4699211,Recon Brown,333.9333333,Oracle Burst,94.509434,5,656.7020297999999
2954,Pendulum #00048,Cozmo Pink,42.4491525,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,War Glitch,556.5555556,,2.1921225,White,36.2971014,4,656.2324783
2955,Pendulum #04185,Cozmo Forrest,30.5426829,,2.33411,,2.2573231,Orange,7.0549296,Lazer Eye Red,147.3235294,,2.4699211,Bubble Blue,357.7857143,Feather White,100.18,5,656.0270939000001
2956,Pendulum #03918,Cozmo Pearl,41.7416667,Recon Brown,208.7083333,Angel Glitch,143.1142857,Orange,7.0549296,,2.1778261,,2.4699211,Bubble Green,208.7083333,Burst Glitch,37.1037037,6,655.813404
2957,Pendulum #03257,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Purple,10.0784708,Monopoly Purple,278.2777778,,2.4699211,Knocker Purple,227.6818182,Highborn Cream,89.4464286,5,655.7284367999999
2958,Pendulum #04512,Yellow,29.2923977,Plugged Blue,151.7878788,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Aqua Mask Green,294.6470588,Feather Seer,156.53125,5,655.7216185999999
2959,Pendulum #01494,Cozmo Orange,43.1810345,Aether Green,151.7878788,Mist Red,172.7241379,Red,17.5754386,Awaken Yellow,178.8928571,,2.4699211,,2.1921225,Highborn Green,82.1147541,6,655.6725491
2960,Pendulum #01977,Green,17.3321799,,2.33411,,2.2573231,Green,9.7641326,Neon Visor Green,278.2777778,,2.4699211,Smoke Red,217.7826087,Knower,119.2619048,5,655.5588415000001
2961,Pendulum #03927,Aqua,10.772043,Assassin Orange,238.5238095,Sorceress Gray,217.7826087,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Feather Seer,156.53125,5,655.5019492
2962,Pendulum #02021,Cozmo Pearl,41.7416667,,2.33411,Angelic Blue,60.3493976,Green,9.7641326,Derp Green,131.8157895,,2.4699211,Bandit Glitch,250.45,Vent Red,151.7878788,6,655.4473008
2963,Pendulum #01722,Cozmo Sunset,41.3966942,Knight Teal,200.36,Muffs Yellow,217.7826087,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Shiny Pearl,172.7241379,5,655.2606648
2964,Pendulum #01631,Cozmo White,37.380597,,2.33411,,2.2573231,Orange,7.0549296,Lazer Eye Red,147.3235294,Moon Sherpa Green,357.7857143,,2.1921225,Pink,92.7592593,5,655.1664686999999
2965,Pendulum #03614,Orange,25.1708543,,2.33411,Derp Pink,200.36,Red,17.5754386,,2.1778261,Baller Yellow,357.7857143,,2.1921225,Cream,41.057377,5,654.7323263
2966,Pendulum #00518,Pink,22.8721461,Aether Blue,66.7866667,Muffs Yellow,217.7826087,Blue,13.2513228,Welder Blue,250.45,,2.4699211,,2.1921225,Grunt Black,73.6617647,6,654.2009571
2967,Pendulum #04660,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Seal Breaker Yellow,556.5555556,Cream,41.057377,4,653.8696947
2968,Pendulum #03502,Black,28.7873563,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Moon Sherpa Yellow,227.6818182,Holo Drape Blue,294.6470588,Brown,80.7903226,5,653.8619712999999
2969,Pendulum #02079,Aqua,10.772043,Phoenix Glitch,200.36,,2.2573231,Teal,18.9734848,Opulence Pink,227.6818182,,2.4699211,Aqua Mask Red,100.18,Feather Glitch,86.362069,6,653.7910637
2970,Pendulum #00516,Purple,24.1980676,Plugged Orange,200.36,Angel Pink,147.3235294,Black,5.0698381,,2.1778261,Ghost Rider Blue,208.7083333,,2.1921225,Feather Black,58.9294118,6,653.6935333
2971,Pendulum #01516,Pink,22.8721461,Aether Blue,66.7866667,Valkyrie Black,263.6315789,Black,5.0698381,Awaken Purple,96.3269231,Unicorn Glitch,147.3235294,,2.1921225,Black,44.3274336,7,653.6103600999999
2972,Pendulum #00807,Cozmo Black,28.299435,,2.33411,Vega Glitch,178.8928571,Black,5.0698381,,2.1778261,,2.4699211,Opulence Blue,227.6818182,Oracle Seer,200.36,5,653.3646891
2973,Pendulum #01363,Yellow,29.2923977,Forge Yellow,238.5238095,,2.2573231,Pink,10.4790795,Astronomer Green,192.6538462,,2.4699211,Samurai Glitch,86.362069,Highborn Red,86.362069,6,653.1349196
2974,Pendulum #02051,Pink,22.8721461,Phoenix Orange,161.5806452,Trinity Red,185.5185185,Purple,10.0784708,,2.1778261,Moon Sherpa Yellow,227.6818182,,2.1921225,White,36.2971014,6,653.1330532999999
2975,Pendulum #04103,Gradient Pearl,31.30625,,2.33411,Mist Pink,139.1388889,Purple,10.0784708,Astronomer Orange,128.4358974,,2.4699211,Knocker Orange,227.6818182,Highborn Moon,106.5744681,6,652.754229
2976,Pendulum #01075,Aqua,10.772043,Monk Red,294.6470588,Angel Blue,67.6891892,Blue,13.2513228,,2.1778261,Ghost Rider Glitch,200.36,,2.1921225,Burst,56.9204545,6,652.7444214000001
2977,Pendulum #04625,Cozmo Blue,28.4602273,Forge Blue,178.8928571,,2.2573231,Purple,10.0784708,Aether Blue,75.8939394,Derp Teal,294.6470588,,2.1921225,Sun Glitch,54.4456522,6,651.6020557
2978,Pendulum #02329,Cozmo Forrest,30.5426829,Assassin Pink,147.3235294,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Recon Blue,333.9333333,Feather Brown,116.4883721,5,651.3503423
2979,Pendulum #03370,Cozmo White,37.380597,,2.33411,,2.2573231,Black,5.0698381,Tactical Red,172.7241379,Astronomer Blue,294.6470588,,2.1921225,Vent Green,128.4358974,5,651.1199682999999
2980,Pendulum #04407,Cozmo Green,23.7393365,Monk Glitch,200.36,Angel Green,143.1142857,Pink,10.4790795,,2.1778261,Ghost Rider Yellow,217.7826087,,2.1921225,Skeleton Glitch,46.3796296,6,650.9592931000001
